"PROMOTION_ID";"PROMOTION_NAME";"MEDIA_TYPE";"COST";"PSTART_DATE";"PEND_DATE"
463;"I Cant Believe It Sale";"Product Attachment";13260;"1998-07-30 00:00:00";"1998-08-03 00:00:00"
464;"Sale Winners";"Sunday Paper, Radio";14475;"1998-08-14 00:00:00";"1998-08-15 00:00:00"
465;"Savings Galore";"Sunday Paper";13554;"1998-08-28 00:00:00";"1998-08-29 00:00:00"
466;"Price Destroyers";"Cash Register Handout";14862;"1998-09-08 00:00:00";"1998-09-11 00:00:00"
467;"Tip Top Savings";"Daily Paper, Radio";7959;"1998-09-22 00:00:00";"1998-09-25 00:00:00"
468;"You Save Days";"Radio";10884;"1998-10-08 00:00:00";"1998-10-10 00:00:00"
469;"Super Savers";"Street Handout";14836;"1998-10-21 00:00:00";"1998-10-23 00:00:00"
470;"Dimes Off";"Radio";11525;"1998-11-04 00:00:00";"1998-11-08 00:00:00"
471;"Super Savers";"Daily Paper";5823;"1998-11-19 00:00:00";"1998-11-22 00:00:00"
472;"One Day Sale";"Sunday Paper, Radio";11703;"1998-12-04 00:00:00";"1998-12-05 00:00:00"
473;"Dimes Off";"Sunday Paper, Radio";10528;"1998-12-17 00:00:00";"1998-12-18 00:00:00"
474;"Free For All";"Product Attachment";5254;"1998-12-30 00:00:00";"1998-12-31 00:00:00"
476;"Saving Days";"Bulk Mail";14440;"1996-01-17 00:00:00";"1996-01-18 00:00:00"
477;"Price Winners";"Cash Register Handout";8138;"1996-02-01 00:00:00";"1996-02-05 00:00:00"
478;"High Roller Savings";"In-Store Coupon";8244;"1996-02-15 00:00:00";"1996-02-19 00:00:00"
479;"I Cant Believe It Sale";"Daily Paper, Radio";9633;"1996-02-27 00:00:00";"1996-02-29 00:00:00"
480;"Go For It";"Sunday Paper";10340;"1996-03-12 00:00:00";"1996-03-13 00:00:00"
481;"Mystery Sale";"Bulk Mail";6255;"1996-03-27 00:00:00";"1996-03-28 00:00:00"
482;"Free For All";"Sunday Paper, Radio";8464;"1996-04-09 00:00:00";"1996-04-11 00:00:00"
483;"Bye Bye Baby";"Product Attachment";8398;"1996-04-25 00:00:00";"1996-04-27 00:00:00"
484;"Price Savers";"Street Handout";10814;"1996-05-08 00:00:00";"1996-05-11 00:00:00"
485;"Go For It";"Cash Register Handout";11602;"1996-05-24 00:00:00";"1996-05-27 00:00:00"
486;"Super Savers";"Daily Paper, Radio, TV";5127;"1996-06-06 00:00:00";"1996-06-10 00:00:00"
487;"Dollar Days";"Product Attachment";6262;"1996-06-19 00:00:00";"1996-06-21 00:00:00"
488;"Price Winners";"Sunday Paper";10387;"1996-07-03 00:00:00";"1996-07-05 00:00:00"
489;"Price Smashers";"Street Handout";6048;"1996-07-18 00:00:00";"1996-07-22 00:00:00"
490;"Two Day Sale";"Bulk Mail";7610;"1996-07-31 00:00:00";"1996-08-03 00:00:00"
491;"Weekend Markdown";"Daily Paper";7289;"1996-08-14 00:00:00";"1996-08-16 00:00:00"
492;"High Roller Savings";"In-Store Coupon";11714;"1996-08-27 00:00:00";"1996-08-29 00:00:00"
493;"Three for One";"Daily Paper";12248;"1996-09-13 00:00:00";"1996-09-17 00:00:00"
494;"High Roller Savings";"TV";11847;"1996-09-26 00:00:00";"1996-09-29 00:00:00"
495;"Price Winners";"Product Attachment";10072;"1996-10-10 00:00:00";"1996-10-14 00:00:00"
496;"Money Savers";"Sunday Paper";7615;"1996-10-24 00:00:00";"1996-10-26 00:00:00"
497;"Two Day Sale";"Sunday Paper";13022;"1996-11-06 00:00:00";"1996-11-09 00:00:00"
498;"Super Wallet Savers";"Daily Paper";8002;"1996-11-21 00:00:00";"1996-11-25 00:00:00"
499;"Price Smashers";"Cash Register Handout";14771;"1996-12-04 00:00:00";"1996-12-06 00:00:00"
500;"Best Savings";"Radio";14024;"1996-12-19 00:00:00";"1996-12-22 00:00:00"
501;"Dollar Days";"Sunday Paper";14304;"1997-01-02 00:00:00";"1997-01-03 00:00:00"
502;"Two Day Sale";"Daily Paper, Radio";11252;"1997-01-14 00:00:00";"1997-01-18 00:00:00"
503;"High Roller Savings";"Daily Paper";9222;"1997-01-30 00:00:00";"1997-01-31 00:00:00"
504;"High Roller Savings";"Daily Paper";10184;"1997-02-12 00:00:00";"1997-02-16 00:00:00"
505;"Weekend Markdown";"Street Handout";5337;"1997-02-25 00:00:00";"1997-02-27 00:00:00"
506;"Shelf Emptiers";"Street Handout";13734;"1997-03-14 00:00:00";"1997-03-18 00:00:00"
507;"Money Savers";"Cash Register Handout";10250;"1997-03-27 00:00:00";"1997-03-29 00:00:00"
508;"Price Cutters";"Product Attachment";12920;"1997-04-11 00:00:00";"1997-04-15 00:00:00"
509;"Sales Days";"Daily Paper, Radio, TV";10290;"1997-04-23 00:00:00";"1997-04-24 00:00:00"
510;"Pick Your Savings";"Sunday Paper";6725;"1997-05-08 00:00:00";"1997-05-11 00:00:00"
511;"Shelf Emptiers";"Bulk Mail";11786;"1997-05-23 00:00:00";"1997-05-25 00:00:00"
512;"Savings Galore";"Sunday Paper, Radio, TV";6165;"1997-06-04 00:00:00";"1997-06-05 00:00:00"
513;"Sales Galore";"Bulk Mail";9655;"1997-06-19 00:00:00";"1997-06-21 00:00:00"
514;"Dollar Cutters";"Bulk Mail";14126;"1997-07-02 00:00:00";"1997-07-06 00:00:00"
515;"Big Time Savings";"Daily Paper";7732;"1997-07-16 00:00:00";"1997-07-18 00:00:00"
516;"Super Savers";"Sunday Paper, Radio";6476;"1997-07-30 00:00:00";"1997-08-01 00:00:00"
517;"Price Destroyers";"TV";13592;"1997-08-13 00:00:00";"1997-08-15 00:00:00"
518;"Shelf Emptiers";"Daily Paper, Radio, TV";10789;"1997-08-28 00:00:00";"1997-08-31 00:00:00"
519;"Double Down Sale";"Daily Paper";5596;"1997-09-09 00:00:00";"1997-09-10 00:00:00"
520;"Super Wallet Savers";"TV";6049;"1997-09-24 00:00:00";"1997-09-28 00:00:00"
521;"Best Savings";"Daily Paper, Radio, TV";5382;"1997-10-07 00:00:00";"1997-10-11 00:00:00"
522;"Sales Galore";"TV";10616;"1997-10-23 00:00:00";"1997-10-25 00:00:00"
523;"You Save Days";"Bulk Mail";13181;"1997-11-06 00:00:00";"1997-11-10 00:00:00"
524;"Two Day Sale";"Sunday Paper";12688;"1997-11-20 00:00:00";"1997-11-23 00:00:00"
525;"One Day Sale";"Daily Paper, Radio, TV";9550;"1997-12-05 00:00:00";"1997-12-07 00:00:00"
526;"Price Savers";"Cash Register Handout";12820;"1997-12-16 00:00:00";"1997-12-19 00:00:00"
527;"Pick Your Savings";"Radio";14717;"1998-01-02 00:00:00";"1998-01-04 00:00:00"
528;"One Day Sale";"Daily Paper, Radio, TV";8588;"1998-01-14 00:00:00";"1998-01-17 00:00:00"
529;"Super Wallet Savers";"Sunday Paper, Radio";7667;"1998-01-28 00:00:00";"1998-01-30 00:00:00"
530;"Money Savers";"Radio";6319;"1998-02-11 00:00:00";"1998-02-12 00:00:00"
531;"Big Promo";"Radio";12073;"1998-02-26 00:00:00";"1998-02-27 00:00:00"
1057;"Saving Days";"Radio";12117;"1997-02-12 00:00:00";"1997-02-14 00:00:00"
1058;"Savings Galore";"Bulk Mail";7605;"1997-02-26 00:00:00";"1997-03-01 00:00:00"
1059;"Sale Winners";"Street Handout";10194;"1997-03-11 00:00:00";"1997-03-13 00:00:00"
1060;"Double Down Sale";"Sunday Paper, Radio";9955;"1997-03-27 00:00:00";"1997-03-31 00:00:00"
1061;"Price Cutters";"Radio";13399;"1997-04-08 00:00:00";"1997-04-10 00:00:00"
1062;"Price Winners";"Cash Register Handout";6924;"1997-04-24 00:00:00";"1997-04-25 00:00:00"
1063;"Two for One";"Street Handout";8058;"1997-05-08 00:00:00";"1997-05-10 00:00:00"
1064;"Bye Bye Baby";"Sunday Paper, Radio, TV";9528;"1997-05-22 00:00:00";"1997-05-25 00:00:00"
1065;"Unbeatable Price Savers";"Sunday Paper, Radio";7845;"1997-06-05 00:00:00";"1997-06-07 00:00:00"
1066;"Weekend Markdown";"Sunday Paper, Radio, TV";6751;"1997-06-19 00:00:00";"1997-06-21 00:00:00"
1067;"I Cant Believe It Sale";"In-Store Coupon";10332;"1997-07-04 00:00:00";"1997-07-08 00:00:00"
1068;"Bye Bye Baby";"Product Attachment";6167;"1997-07-17 00:00:00";"1997-07-20 00:00:00"
1069;"Sales Days";"Radio";6701;"1997-07-30 00:00:00";"1997-08-01 00:00:00"
1070;"Three for One";"Cash Register Handout";13643;"1997-08-15 00:00:00";"1997-08-16 00:00:00"
1071;"Price Smashers";"TV";14524;"1997-08-27 00:00:00";"1997-08-29 00:00:00"
1072;"Big Time Savings";"Daily Paper, Radio, TV";12067;"1997-09-12 00:00:00";"1997-09-16 00:00:00"
1073;"Super Duper Savers";"Daily Paper, Radio";7474;"1997-09-25 00:00:00";"1997-09-27 00:00:00"
1074;"Green Light Special";"Radio";9798;"1997-10-07 00:00:00";"1997-10-09 00:00:00"
1075;"Unbeatable Price Savers";"Sunday Paper, Radio, TV";9224;"1997-10-23 00:00:00";"1997-10-26 00:00:00"
1076;"Bag Stuffers";"Sunday Paper";8476;"1997-11-06 00:00:00";"1997-11-08 00:00:00"
1077;"Dimes Off";"In-Store Coupon";10165;"1997-11-19 00:00:00";"1997-11-22 00:00:00"
1078;"Savings Galore";"Sunday Paper, Radio";10526;"1997-12-04 00:00:00";"1997-12-08 00:00:00"
1079;"Dimes Off";"Bulk Mail";8497;"1997-12-18 00:00:00";"1997-12-21 00:00:00"
1080;"Dollar Cutters";"TV";9458;"1997-12-31 00:00:00";"1998-01-04 00:00:00"
1081;"Money Savers";"Radio";11955;"1998-01-13 00:00:00";"1998-01-15 00:00:00"
1082;"Weekend Markdown";"Street Handout";10353;"1998-01-29 00:00:00";"1998-02-01 00:00:00"
1083;"You Save Days";"In-Store Coupon";9525;"1998-02-12 00:00:00";"1998-02-16 00:00:00"
1084;"Savings Galore";"Cash Register Handout";12195;"1998-02-26 00:00:00";"1998-03-01 00:00:00"
1085;"Sales Galore";"Sunday Paper, Radio, TV";9565;"1998-03-10 00:00:00";"1998-03-11 00:00:00"
1086;"Saving Days";"Cash Register Handout";13344;"1998-03-26 00:00:00";"1998-03-28 00:00:00"
1087;"Pick Your Savings";"Sunday Paper, Radio, TV";14962;"1998-04-10 00:00:00";"1998-04-13 00:00:00"
1088;"Sales Days";"Daily Paper, Radio, TV";9342;"1998-04-23 00:00:00";"1998-04-25 00:00:00"
1089;"I Cant Believe It Sale";"Daily Paper, Radio";11585;"1998-05-05 00:00:00";"1998-05-07 00:00:00"
1090;"Fantastic Discounts";"Sunday Paper, Radio, TV";13401;"1998-05-20 00:00:00";"1998-05-21 00:00:00"
1091;"Go For It";"Daily Paper, Radio, TV";9662;"1998-06-04 00:00:00";"1998-06-07 00:00:00"
1092;"Pick Your Savings";"Daily Paper";5751;"1998-06-17 00:00:00";"1998-06-20 00:00:00"
1093;"Price Winners";"Daily Paper, Radio";12867;"1998-07-01 00:00:00";"1998-07-04 00:00:00"
1094;"Green Light Special";"Cash Register Handout";12719;"1998-07-17 00:00:00";"1998-07-20 00:00:00"
1095;"Three for One";"Daily Paper, Radio, TV";7526;"1998-07-29 00:00:00";"1998-07-31 00:00:00"
1096;"Weekend Markdown";"Sunday Paper, Radio, TV";5323;"1998-08-13 00:00:00";"1998-08-14 00:00:00"
1097;"Wallet Savers";"Daily Paper, Radio";11215;"1998-08-27 00:00:00";"1998-08-30 00:00:00"
1098;"Money Grabbers";"Radio";6448;"1998-09-11 00:00:00";"1998-09-14 00:00:00"
1099;"Super Savers";"Sunday Paper, Radio, TV";12456;"1998-09-24 00:00:00";"1998-09-28 00:00:00"
1100;"One Day Sale";"Street Handout";11962;"1998-10-07 00:00:00";"1998-10-09 00:00:00"
1101;"Price Smashers";"Daily Paper, Radio";8824;"1998-10-22 00:00:00";"1998-10-24 00:00:00"
1102;"Sale Winners";"In-Store Coupon";9439;"1998-11-06 00:00:00";"1998-11-09 00:00:00"
1103;"Shelf Clearing Days";"Radio";13992;"1998-11-20 00:00:00";"1998-11-22 00:00:00"
1104;"Price Winners";"Daily Paper, Radio";7863;"1998-12-02 00:00:00";"1998-12-04 00:00:00"
1105;"Price Cutters";"Sunday Paper";6942;"1998-12-16 00:00:00";"1998-12-18 00:00:00"
1106;"I Cant Believe It Sale";"Product Attachment";5594;"1998-12-30 00:00:00";"1999-01-02 00:00:00"
1108;"Three for One";"In-Store Coupon";8144;"1996-01-17 00:00:00";"1996-01-18 00:00:00"
1109;"Price Savers";"Daily Paper, Radio";12097;"1996-02-02 00:00:00";"1996-02-06 00:00:00"
1110;"Free For All";"In-Store Coupon";8785;"1996-02-14 00:00:00";"1996-02-17 00:00:00"
1111;"Money Grabbers";"Sunday Paper, Radio";10428;"1996-02-28 00:00:00";"1996-03-01 00:00:00"
1112;"Sale Winners";"Daily Paper, Radio";7717;"1996-03-14 00:00:00";"1996-03-17 00:00:00"
1113;"Double Down Sale";"Cash Register Handout";6542;"1996-03-29 00:00:00";"1996-03-31 00:00:00"
1114;"Super Wallet Savers";"Sunday Paper, Radio";8612;"1996-04-09 00:00:00";"1996-04-11 00:00:00"
1115;"Mystery Sale";"Daily Paper, Radio";11456;"1996-04-23 00:00:00";"1996-04-25 00:00:00"
1116;"Free For All";"Radio";10454;"1996-05-10 00:00:00";"1996-05-12 00:00:00"
1117;"High Roller Savings";"Sunday Paper";11496;"1996-05-24 00:00:00";"1996-05-26 00:00:00"
1118;"Price Cutters";"Bulk Mail";12849;"1996-06-07 00:00:00";"1996-06-09 00:00:00"
1119;"Three for One";"Sunday Paper, Radio, TV";14238;"1996-06-20 00:00:00";"1996-06-24 00:00:00"
1120;"One Day Sale";"Daily Paper, Radio";14945;"1996-07-04 00:00:00";"1996-07-07 00:00:00"
1121;"Dimes Off";"Sunday Paper";13516;"1996-07-17 00:00:00";"1996-07-19 00:00:00"
1122;"Go For It";"Daily Paper, Radio";9004;"1996-07-31 00:00:00";"1996-08-03 00:00:00"
1123;"Tip Top Savings";"Sunday Paper, Radio";11593;"1996-08-13 00:00:00";"1996-08-15 00:00:00"
1124;"Green Light Special";"TV";11354;"1996-08-29 00:00:00";"1996-08-30 00:00:00"
1125;"Sale Winners";"Sunday Paper";14798;"1996-09-13 00:00:00";"1996-09-16 00:00:00"
1126;"Super Wallet Savers";"In-Store Coupon";8323;"1996-09-27 00:00:00";"1996-09-28 00:00:00"
1127;"Price Winners";"Sunday Paper, Radio";6801;"1996-10-10 00:00:00";"1996-10-12 00:00:00"
1128;"I Cant Believe It Sale";"Daily Paper";10927;"1996-10-24 00:00:00";"1996-10-26 00:00:00"
1129;"Price Winners";"Cash Register Handout";13146;"1996-11-07 00:00:00";"1996-11-10 00:00:00"
1130;"Dollar Cutters";"Sunday Paper";14707;"1996-11-20 00:00:00";"1996-11-23 00:00:00"
1131;"Pick Your Savings";"Sunday Paper";14387;"1996-12-04 00:00:00";"1996-12-06 00:00:00"
1132;"Wallet Savers";"Sunday Paper, Radio, TV";10221;"1996-12-19 00:00:00";"1996-12-20 00:00:00"
1133;"Coupon Spectacular";"TV";10755;"1997-01-01 00:00:00";"1997-01-03 00:00:00"
1134;"Price Slashers";"Radio";7698;"1997-01-15 00:00:00";"1997-01-18 00:00:00"
1135;"Wallet Savers";"In-Store Coupon";8579;"1997-01-30 00:00:00";"1997-02-01 00:00:00"
1136;"Super Savers";"In-Store Coupon";13466;"1997-02-12 00:00:00";"1997-02-16 00:00:00"
1137;"Save-It Sale";"Radio";8873;"1997-02-27 00:00:00";"1997-03-02 00:00:00"
1138;"Savings Galore";"Street Handout";13853;"1997-03-13 00:00:00";"1997-03-16 00:00:00"
1139;"Savings Galore";"Cash Register Handout";14525;"1997-03-25 00:00:00";"1997-03-27 00:00:00"
1140;"Unbeatable Price Savers";"Daily Paper, Radio, TV";13777;"1997-04-09 00:00:00";"1997-04-12 00:00:00"
1141;"Best Savings";"Street Handout";11401;"1997-04-24 00:00:00";"1997-04-28 00:00:00"
1142;"Dollar Cutters";"Daily Paper, Radio, TV";14418;"1997-05-06 00:00:00";"1997-05-08 00:00:00"
1143;"Big Promo";"Cash Register Handout";12388;"1997-05-22 00:00:00";"1997-05-24 00:00:00"
1144;"Dollar Days";"Cash Register Handout";13350;"1997-06-04 00:00:00";"1997-06-05 00:00:00"
1145;"Double Your Savings";"TV";5847;"1997-06-18 00:00:00";"1997-06-21 00:00:00"
1146;"Sales Galore";"Bulk Mail";14245;"1997-07-04 00:00:00";"1997-07-08 00:00:00"
1147;"Money Grabbers";"Sunday Paper";10760;"1997-07-17 00:00:00";"1997-07-19 00:00:00"
1148;"Dollar Cutters";"Product Attachment";13431;"1997-08-01 00:00:00";"1997-08-05 00:00:00"
1149;"Price Slashers";"Sunday Paper, Radio, TV";10044;"1997-08-12 00:00:00";"1997-08-15 00:00:00"
1150;"Price Smashers";"Product Attachment";13823;"1997-08-28 00:00:00";"1997-08-31 00:00:00"
1151;"Dimes Off";"TV";11539;"1997-09-11 00:00:00";"1997-09-13 00:00:00"
1152;"Double Down Sale";"Street Handout";5919;"1997-09-24 00:00:00";"1997-09-27 00:00:00"
1153;"Free For All";"Radio";8162;"1997-10-08 00:00:00";"1997-10-12 00:00:00"
1154;"Shelf Clearing Days";"Radio";9977;"1997-10-24 00:00:00";"1997-10-27 00:00:00"
1155;"Big Time Discounts";"Street Handout";6239;"1997-11-05 00:00:00";"1997-11-06 00:00:00"
1156;"Big Time Savings";"Cash Register Handout";12327;"1997-11-18 00:00:00";"1997-11-20 00:00:00"
1157;"Double Your Savings";"Radio";9443;"1997-12-02 00:00:00";"1997-12-04 00:00:00"
1158;"Shelf Clearing Days";"Daily Paper";9296;"1997-12-17 00:00:00";"1997-12-18 00:00:00"
1159;"Pick Your Savings";"Bulk Mail";5349;"1997-12-30 00:00:00";"1997-12-31 00:00:00"
1160;"Dollar Cutters";"Street Handout";13146;"1998-01-14 00:00:00";"1998-01-17 00:00:00"
1161;"Sale Winners";"Sunday Paper, Radio, TV";5135;"1998-01-27 00:00:00";"1998-01-31 00:00:00"
1162;"Big Time Savings";"Street Handout";10369;"1998-02-11 00:00:00";"1998-02-15 00:00:00"
1163;"Best Savings";"In-Store Coupon";13721;"1998-02-27 00:00:00";"1998-03-01 00:00:00"
1164;"Savings Galore";"Sunday Paper, Radio";5883;"1998-03-13 00:00:00";"1998-03-16 00:00:00"
1165;"Two Day Sale";"Product Attachment";10089;"1998-03-24 00:00:00";"1998-03-27 00:00:00"
1166;"Weekend Markdown";"Sunday Paper";13360;"1998-04-08 00:00:00";"1998-04-12 00:00:00"
1167;"Mystery Sale";"Sunday Paper, Radio, TV";7913;"1998-04-22 00:00:00";"1998-04-25 00:00:00"
1168;"Two Day Sale";"Radio";9128;"1998-05-06 00:00:00";"1998-05-09 00:00:00"
1169;"Unbeatable Price Savers";"Daily Paper, Radio";10863;"1998-05-20 00:00:00";"1998-05-23 00:00:00"
1170;"Big Time Savings";"In-Store Coupon";13580;"1998-06-05 00:00:00";"1998-06-08 00:00:00"
1171;"Unbeatable Price Savers";"Bulk Mail";6678;"1998-06-19 00:00:00";"1998-06-22 00:00:00"
1172;"Sales Days";"Sunday Paper";12258;"1998-07-02 00:00:00";"1998-07-04 00:00:00"
1173;"Sales Galore";"Product Attachment";6210;"1998-07-15 00:00:00";"1998-07-17 00:00:00"
1174;"Shelf Clearing Days";"Sunday Paper";12899;"1998-07-30 00:00:00";"1998-07-31 00:00:00"
1175;"Sales Galore";"Daily Paper, Radio, TV";14541;"1998-08-13 00:00:00";"1998-08-16 00:00:00"
1176;"One Day Sale";"Radio";11831;"1998-08-28 00:00:00";"1998-09-01 00:00:00"
1177;"Super Duper Savers";"Sunday Paper, Radio";8000;"1998-09-09 00:00:00";"1998-09-12 00:00:00"
1178;"Money Grabbers";"Daily Paper, Radio, TV";12726;"1998-09-22 00:00:00";"1998-09-25 00:00:00"
1179;"Big Time Discounts";"Radio";5569;"1998-10-08 00:00:00";"1998-10-11 00:00:00"
1180;"Dimes Off";"Daily Paper, Radio";13158;"1998-10-21 00:00:00";"1998-10-25 00:00:00"
1181;"Double Down Sale";"Daily Paper, Radio, TV";6856;"1998-11-04 00:00:00";"1998-11-07 00:00:00"
1182;"Weekend Markdown";"Daily Paper, Radio";6963;"1998-11-18 00:00:00";"1998-11-21 00:00:00"
1183;"Pick Your Savings";"In-Store Coupon";8351;"1998-12-04 00:00:00";"1998-12-05 00:00:00"
1184;"Bye Bye Baby";"Radio";9058;"1998-12-15 00:00:00";"1998-12-19 00:00:00"
1187;"Best Savings";"TV";13051;"1996-01-17 00:00:00";"1996-01-21 00:00:00"
1188;"Savings Galore";"Cash Register Handout";5467;"1996-02-01 00:00:00";"1996-02-03 00:00:00"
1189;"One Day Sale";"Sunday Paper, Radio";6255;"1996-02-14 00:00:00";"1996-02-18 00:00:00"
1190;"Sale Winners";"Cash Register Handout";8994;"1996-03-01 00:00:00";"1996-03-02 00:00:00"
1191;"Three for One";"Sunday Paper, Radio";7473;"1996-03-15 00:00:00";"1996-03-17 00:00:00"
1192;"Saving Days";"Sunday Paper, Radio, TV";11598;"1996-03-28 00:00:00";"1996-03-30 00:00:00"
1193;"Super Wallet Savers";"Sunday Paper";7259;"1996-04-12 00:00:00";"1996-04-13 00:00:00"
1194;"Big Time Discounts";"Daily Paper, Radio";8821;"1996-04-25 00:00:00";"1996-04-28 00:00:00"
1195;"Double Down Sale";"Daily Paper, Radio";8500;"1996-05-09 00:00:00";"1996-05-11 00:00:00"
1196;"Fantastic Discounts";"In-Store Coupon";14335;"1996-05-21 00:00:00";"1996-05-23 00:00:00"
1197;"Go For It";"Cash Register Handout";14869;"1996-06-07 00:00:00";"1996-06-11 00:00:00"
1198;"High Roller Savings";"TV";11812;"1996-06-20 00:00:00";"1996-06-23 00:00:00"
1199;"Price Winners";"Sunday Paper";10036;"1996-07-04 00:00:00";"1996-07-08 00:00:00"
1200;"Money Savers";"Sunday Paper, Radio, TV";8914;"1996-07-19 00:00:00";"1996-07-22 00:00:00"
1201;"Free For All";"Daily Paper, Radio";14321;"1996-07-31 00:00:00";"1996-08-01 00:00:00"
1202;"Save-It Sale";"Daily Paper, Radio, TV";9301;"1996-08-13 00:00:00";"1996-08-14 00:00:00"
1203;"Super Wallet Savers";"Radio";6070;"1996-08-29 00:00:00";"1996-09-01 00:00:00"
1204;"Mystery Sale";"Street Handout";5323;"1996-09-12 00:00:00";"1996-09-16 00:00:00"
1205;"Double Your Savings";"Daily Paper";5602;"1996-09-27 00:00:00";"1996-09-29 00:00:00"
1206;"Free For All";"Street Handout";5963;"1996-10-10 00:00:00";"1996-10-13 00:00:00"
1207;"You Save Days";"Sunday Paper, Radio";13934;"1996-10-23 00:00:00";"1996-10-26 00:00:00"
1208;"You Save Days";"Sunday Paper, Radio";14895;"1996-11-08 00:00:00";"1996-11-10 00:00:00"
1209;"Sales Days";"Daily Paper";10048;"1996-11-22 00:00:00";"1996-11-25 00:00:00"
1210;"Go For It";"Sunday Paper, Radio";5004;"1996-12-03 00:00:00";"1996-12-07 00:00:00"
1211;"Shelf Emptiers";"Sunday Paper";11520;"1996-12-19 00:00:00";"1996-12-21 00:00:00"
1212;"Sale Winners";"Radio";14190;"1997-01-03 00:00:00";"1997-01-04 00:00:00"
1213;"High Roller Savings";"In-Store Coupon";11560;"1997-01-16 00:00:00";"1997-01-18 00:00:00"
1214;"Wallet Savers";"Sunday Paper, Radio, TV";7995;"1997-01-31 00:00:00";"1997-02-04 00:00:00"
1215;"Dollar Days";"Cash Register Handout";13055;"1997-02-11 00:00:00";"1997-02-14 00:00:00"
1216;"Super Duper Savers";"Daily Paper";10091;"1997-02-26 00:00:00";"1997-02-27 00:00:00"
1217;"Shelf Clearing Days";"Bulk Mail";12334;"1997-03-13 00:00:00";"1997-03-15 00:00:00"
1218;"Dollar Cutters";"Bulk Mail";14149;"1997-03-26 00:00:00";"1997-03-28 00:00:00"
1219;"Saving Days";"Daily Paper";10411;"1997-04-09 00:00:00";"1997-04-11 00:00:00"
1220;"Super Savers";"Sunday Paper, Radio";6499;"1997-04-24 00:00:00";"1997-04-26 00:00:00"
1221;"Sale Winners";"Daily Paper";14862;"1997-05-08 00:00:00";"1997-05-11 00:00:00"
1222;"Big Time Discounts";"Radio";12059;"1997-05-23 00:00:00";"1997-05-26 00:00:00"
1223;"Price Winners";"Cash Register Handout";9521;"1997-06-04 00:00:00";"1997-06-07 00:00:00"
1224;"Save-It Sale";"Daily Paper";7318;"1997-06-19 00:00:00";"1997-06-20 00:00:00"
1225;"One Day Sale";"In-Store Coupon";9307;"1997-07-02 00:00:00";"1997-07-04 00:00:00"
1226;"Dimes Off";"Daily Paper";14541;"1997-07-17 00:00:00";"1997-07-19 00:00:00"
1227;"Double Your Savings";"Sunday Paper";7893;"1997-07-30 00:00:00";"1997-08-02 00:00:00"
1228;"Go For It";"Daily Paper, Radio, TV";10055;"1997-08-15 00:00:00";"1997-08-19 00:00:00"
1229;"Price Destroyers";"Street Handout";14261;"1997-08-27 00:00:00";"1997-08-31 00:00:00"
1230;"Bye Bye Baby";"Sunday Paper, Radio, TV";7532;"1997-09-11 00:00:00";"1997-09-13 00:00:00"
1231;"Two for One";"Bulk Mail";8642;"1997-09-23 00:00:00";"1997-09-25 00:00:00"
1232;"Coupon Spectacular";"In-Store Coupon";9858;"1997-10-08 00:00:00";"1997-10-11 00:00:00"
1233;"Save-It Sale";"Daily Paper, Radio, TV";8937;"1997-10-22 00:00:00";"1997-10-25 00:00:00"
1234;"Mystery Sale";"TV";10245;"1997-11-06 00:00:00";"1997-11-08 00:00:00"
1235;"Green Light Days";"Street Handout";13342;"1997-11-20 00:00:00";"1997-11-22 00:00:00"
1236;"Double Down Sale";"Daily Paper, Radio";6267;"1997-12-03 00:00:00";"1997-12-07 00:00:00"
1237;"Mystery Sale";"Daily Paper, Radio";10219;"1997-12-16 00:00:00";"1997-12-17 00:00:00"
1238;"Three for One";"Daily Paper, Radio";6908;"1997-12-30 00:00:00";"1998-01-02 00:00:00"
1239;"Mystery Sale";"Street Handout";11206;"1998-01-14 00:00:00";"1998-01-15 00:00:00"
1240;"Bye Bye Baby";"Daily Paper, Radio, TV";5839;"1998-01-28 00:00:00";"1998-01-31 00:00:00"
1241;"Big Time Discounts";"In-Store Coupon";5940;"1998-02-10 00:00:00";"1998-02-13 00:00:00"
1242;"Tip Top Savings";"Bulk Mail";10666;"1998-02-27 00:00:00";"1998-03-02 00:00:00"
1243;"Fantastic Discounts";"In-Store Coupon";10854;"1998-03-11 00:00:00";"1998-03-13 00:00:00"
1244;"Big Promo";"Radio";9852;"1998-03-27 00:00:00";"1998-03-30 00:00:00"
1245;"Dollar Cutters";"Sunday Paper, Radio, TV";13550;"1998-04-07 00:00:00";"1998-04-09 00:00:00"
1246;"Savings Galore";"Sunday Paper, Radio";13657;"1998-04-21 00:00:00";"1998-04-24 00:00:00"
1247;"Double Down Sale";"Street Handout";5045;"1998-05-07 00:00:00";"1998-05-10 00:00:00"
1248;"Two for One";"Daily Paper, Radio, TV";5752;"1998-05-21 00:00:00";"1998-05-24 00:00:00"
1249;"You Save Days";"Radio";11668;"1998-06-03 00:00:00";"1998-06-05 00:00:00"
1250;"Big Time Savings";"TV";9811;"1998-06-17 00:00:00";"1998-06-20 00:00:00"
1251;"Go For It";"Street Handout";9745;"1998-07-03 00:00:00";"1998-07-07 00:00:00"
1252;"Price Destroyers";"Daily Paper, Radio";6226;"1998-07-17 00:00:00";"1998-07-19 00:00:00"
1253;"Two Day Sale";"Sunday Paper, Radio, TV";7015;"1998-07-29 00:00:00";"1998-07-30 00:00:00"
